pair_id	language	target_number	continuation	good_prefix_type	good_prefix	bad_prefix_type	bad_prefix	good_sentence	bad_sentence	source_idx	has_attractor	distance	subject_lemma
eng_0199	eng	PL	operate as a result of fear from, or blackmail by, the inner circles.	PL	Some parts of this same outer circle actually	SG	Some part of this same outer circle actually	Some parts of this same outer circle actually operate as a result of fear from, or blackmail by, the inner circles.	Some part of this same outer circle actually operate as a result of fear from, or blackmail by, the inner circles.	207	1	7	part
eng_0201	eng	SG	boxes.	SG	A member of the traveler community bare-knuckle	PL	Members of the traveler community bare-knuckle	A member of the traveler community bare-knuckle boxes.	Members of the traveler community bare-knuckle boxes.	209	1	7	member
eng_0201	eng	PL	box.	PL	Members of the traveler community bare-knuckle	SG	A member of the traveler community bare-knuckle	Members of the traveler community bare-knuckle box.	A member of the traveler community bare-knuckle box.	209	1	7	member
eng_0202	eng	PL	indicate you would like.	PL	PS: I took the liberty of buying the corporate phone directory and locating information on your outstanding disputed credit accounts from an internet dealer today, and can probably make you better known to your customers than the security measures you enact at your company	SG	PS: I took the liberty of buying the corporate phone directory and locating information on your outstanding disputed credit accounts from an internet dealer today, and can probably make you better known to your customers than the security measure you enact at your company	PS: I took the liberty of buying the corporate phone directory and locating information on your outstanding disputed credit accounts from an internet dealer today, and can probably make you better known to your customers than the security measures you enact at your company indicate you would like.	PS: I took the liberty of buying the corporate phone directory and locating information on your outstanding disputed credit accounts from an internet dealer today, and can probably make you better known to your customers than the security measure you enact at your company indicate you would like.	210	1	6	measure
eng_0202	eng	SG	indicates you would like.	SG	PS: I took the liberty of buying the corporate phone directory and locating information on your outstanding disputed credit accounts from an internet dealer today, and can probably make you better known to your customers than the security measure you enact at your company	PL	PS: I took the liberty of buying the corporate phone directory and locating information on your outstanding disputed credit accounts from an internet dealer today, and can probably make you better known to your customers than the security measures you enact at your company	PS: I took the liberty of buying the corporate phone directory and locating information on your outstanding disputed credit accounts from an internet dealer today, and can probably make you better known to your customers than the security measure you enact at your company indicates you would like.	PS: I took the liberty of buying the corporate phone directory and locating information on your outstanding disputed credit accounts from an internet dealer today, and can probably make you better known to your customers than the security measures you enact at your company indicates you would like.	210	1	6	measure
eng_0204	eng	SG	shows that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan.	SG	The paper found at headquarters of the Mukhabarat, Iraq's secret police,	PL	The papers found at headquarters of the Mukhabarat, Iraq's secret police,	The paper found at headquarters of the Mukhabarat, Iraq's secret police, shows that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan.	The papers found at headquarters of the Mukhabarat, Iraq's secret police, shows that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan.	213	1	13	paper
eng_0204	eng	PL	show that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan.	PL	The papers found at headquarters of the Mukhabarat, Iraq's secret police,	SG	The paper found at headquarters of the Mukhabarat, Iraq's secret police,	The papers found at headquarters of the Mukhabarat, Iraq's secret police, show that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan.	The paper found at headquarters of the Mukhabarat, Iraq's secret police, show that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan.	213	1	13	paper
eng_0205	eng	SG	"seems to significantly offset whatever gains could be made in the so-called ""War on Terror."""	SG	The danger implicit in any attack upon that nation, however,	PL	The dangers implicit in any attack upon that nation, however,	"The danger implicit in any attack upon that nation, however, seems to significantly offset whatever gains could be made in the so-called ""War on Terror."""	"The dangers implicit in any attack upon that nation, however, seems to significantly offset whatever gains could be made in the so-called ""War on Terror."""	214	1	11	danger
eng_0205	eng	PL	"seem to significantly offset whatever gains could be made in the so-called ""War on Terror."""	PL	The dangers implicit in any attack upon that nation, however,	SG	The danger implicit in any attack upon that nation, however,	"The dangers implicit in any attack upon that nation, however, seem to significantly offset whatever gains could be made in the so-called ""War on Terror."""	"The danger implicit in any attack upon that nation, however, seem to significantly offset whatever gains could be made in the so-called ""War on Terror."""	214	1	11	danger
eng_0206	eng	SG	lives 11-15 years.	SG	An indoor cat that is well cared for typically	PL	Indoor cats that are well cared for typically	An indoor cat that is well cared for typically lives 11-15 years.	Indoor cats that are well cared for typically lives 11-15 years.	215	1	7	cat
eng_0206	eng	PL	live 11-15 years.	PL	Indoor cats that are well cared for typically	SG	An indoor cat that is well cared for typically	Indoor cats that are well cared for typically live 11-15 years.	An indoor cat that is well cared for typically live 11-15 years.	215	1	7	cat
eng_0208	eng	SG	sinks in, Indian intelligence has inevitably come under scrutiny.	SG	As the implication of the Andaman Islands situation	PL	As the implications of the Andaman Islands situation	As the implication of the Andaman Islands situation sinks in, Indian intelligence has inevitably come under scrutiny.	As the implications of the Andaman Islands situation sinks in, Indian intelligence has inevitably come under scrutiny.	217	1	6	implication
eng_0208	eng	PL	sink in, Indian intelligence has inevitably come under scrutiny.	PL	As the implications of the Andaman Islands situation	SG	As the implication of the Andaman Islands situation	As the implications of the Andaman Islands situation sink in, Indian intelligence has inevitably come under scrutiny.	As the implication of the Andaman Islands situation sink in, Indian intelligence has inevitably come under scrutiny.	217	1	6	implication
